indicador;municipio;ano;resultado
1.1.1.3;240010;2005;0
1.1.1.3;240010;2009;0
1.1.1.3;240020;2005;0
1.1.1.3;240020;2009;0
1.1.1.3;240030;2005;0
1.1.1.3;240030;2009;0
1.1.1.3;240040;2005;0
1.1.1.3;240040;2009;0
1.1.1.3;240050;2005;0
1.1.1.3;240050;2009;0
1.1.1.3;240060;2005;0
1.1.1.3;240060;2009;0
1.1.1.3;240070;2005;0
1.1.1.3;240070;2009;0
1.1.1.3;240080;2005;0
1.1.1.3;240080;2009;0
1.1.1.3;240090;2005;0
1.1.1.3;240090;2009;0
1.1.1.3;240100;2005;0
1.1.1.3;240100;2009;0
1.1.1.3;240110;2005;0
1.1.1.3;240110;2009;0
1.1.1.3;240120;2005;0
1.1.1.3;240120;2009;0
1.1.1.3;240130;2005;0
1.1.1.3;240130;2009;0
1.1.1.3;240140;2005;0
1.1.1.3;240140;2009;0
1.1.1.3;240145;2005;0
1.1.1.3;240145;2009;1
1.1.1.3;240150;2005;0
1.1.1.3;240150;2009;0
1.1.1.3;240160;2005;0
1.1.1.3;240160;2009;0
1.1.1.3;240165;2005;0
1.1.1.3;240165;2009;0
1.1.1.3;240170;2005;0
1.1.1.3;240170;2009;0
1.1.1.3;240180;2005;0
1.1.1.3;240180;2009;0
1.1.1.3;240185;2005;0
1.1.1.3;240185;2009;0
1.1.1.3;240190;2005;0
1.1.1.3;240190;2009;0
1.1.1.3;240200;2005;0
1.1.1.3;240200;2009;1
1.1.1.3;240210;2005;0
1.1.1.3;240210;2009;0
1.1.1.3;240220;2005;0
1.1.1.3;240220;2009;0
1.1.1.3;240230;2005;0
1.1.1.3;240230;2009;0
1.1.1.3;240240;2005;0
1.1.1.3;240240;2009;0
1.1.1.3;240250;2005;0
1.1.1.3;240250;2009;0
1.1.1.3;240260;2005;0
1.1.1.3;240260;2009;0
1.1.1.3;240270;2005;0
1.1.1.3;240270;2009;0
1.1.1.3;240280;2005;0
1.1.1.3;240280;2009;0
1.1.1.3;240290;2005;0
1.1.1.3;240290;2009;0
1.1.1.3;240300;2005;0
1.1.1.3;240300;2009;0
1.1.1.3;240310;2005;0
1.1.1.3;240310;2009;0
1.1.1.3;240320;2005;0
1.1.1.3;240320;2009;0
1.1.1.3;240325;2005;0
1.1.1.3;240325;2009;0
1.1.1.3;240330;2005;0
1.1.1.3;240330;2009;0
1.1.1.3;240340;2005;0
1.1.1.3;240340;2009;0
1.1.1.3;240350;2005;0
1.1.1.3;240350;2009;0
1.1.1.3;240360;2005;0
1.1.1.3;240360;2009;0
1.1.1.3;240370;2005;0
1.1.1.3;240370;2009;0
1.1.1.3;240375;2005;0
1.1.1.3;240375;2009;0
1.1.1.3;240380;2005;0
1.1.1.3;240380;2009;0
1.1.1.3;240390;2005;0
1.1.1.3;240390;2009;0
1.1.1.3;240400;2005;0
1.1.1.3;240400;2009;0
1.1.1.3;240410;2005;0
1.1.1.3;240410;2009;0
1.1.1.3;240420;2005;0
1.1.1.3;240420;2009;0
1.1.1.3;240430;2005;0
1.1.1.3;240430;2009;0
1.1.1.3;240440;2005;0
1.1.1.3;240440;2009;0
1.1.1.3;240450;2005;0
1.1.1.3;240450;2009;0
1.1.1.3;240460;2005;0
1.1.1.3;240460;2009;0
1.1.1.3;240470;2005;0
1.1.1.3;240470;2009;0
1.1.1.3;240480;2005;0
1.1.1.3;240480;2009;0
1.1.1.3;240485;2005;0
1.1.1.3;240485;2009;0
1.1.1.3;240490;2005;0
1.1.1.3;240490;2009;0
1.1.1.3;240500;2005;0
1.1.1.3;240500;2009;0
1.1.1.3;240510;2005;0
1.1.1.3;240510;2009;0
1.1.1.3;240520;2005;0
1.1.1.3;240520;2009;0
1.1.1.3;240530;2005;0
1.1.1.3;240530;2009;0
1.1.1.3;240540;2005;0
1.1.1.3;240540;2009;0
1.1.1.3;240550;2005;0
1.1.1.3;240550;2009;0
1.1.1.3;240560;2005;0
1.1.1.3;240560;2009;1
1.1.1.3;240570;2005;0
1.1.1.3;240570;2009;0
1.1.1.3;240580;2005;0
1.1.1.3;240580;2009;0
1.1.1.3;240590;2005;0
1.1.1.3;240590;2009;0
1.1.1.3;240600;2005;0
1.1.1.3;240600;2009;0
1.1.1.3;240610;2005;0
1.1.1.3;240610;2009;0
1.1.1.3;240615;2005;0
1.1.1.3;240615;2009;0
1.1.1.3;240620;2005;0
1.1.1.3;240620;2009;0
1.1.1.3;240630;2005;0
1.1.1.3;240630;2009;0
1.1.1.3;240640;2005;0
1.1.1.3;240640;2009;0
1.1.1.3;240650;2005;0
1.1.1.3;240650;2009;0
1.1.1.3;240660;2005;0
1.1.1.3;240660;2009;0
1.1.1.3;240670;2005;0
1.1.1.3;240670;2009;0
1.1.1.3;240680;2005;0
1.1.1.3;240680;2009;0
1.1.1.3;240690;2005;0
1.1.1.3;240690;2009;0
1.1.1.3;240700;2005;0
1.1.1.3;240700;2009;0
1.1.1.3;240710;2005;0
1.1.1.3;240710;2009;0
1.1.1.3;240720;2005;0
1.1.1.3;240720;2009;0
1.1.1.3;240725;2005;0
1.1.1.3;240725;2009;0
1.1.1.3;240730;2005;0
1.1.1.3;240730;2009;0
1.1.1.3;240740;2005;0
1.1.1.3;240740;2009;0
1.1.1.3;240750;2005;0
1.1.1.3;240750;2009;0
1.1.1.3;240760;2005;0
1.1.1.3;240760;2009;0
1.1.1.3;240770;2005;0
1.1.1.3;240770;2009;0
1.1.1.3;240780;2005;0
1.1.1.3;240780;2009;0
1.1.1.3;240790;2005;0
1.1.1.3;240790;2009;0
1.1.1.3;240800;2005;0
1.1.1.3;240800;2009;0
1.1.1.3;240810;2005;5
1.1.1.3;240810;2009;5
1.1.1.3;240820;2005;0
1.1.1.3;240820;2009;0
1.1.1.3;240830;2005;0
1.1.1.3;240830;2009;0
1.1.1.3;240840;2005;0
1.1.1.3;240840;2009;0
1.1.1.3;240850;2005;0
1.1.1.3;240850;2009;0
1.1.1.3;240860;2005;0
1.1.1.3;240860;2009;0
1.1.1.3;240870;2005;0
1.1.1.3;240870;2009;0
1.1.1.3;240880;2005;0
1.1.1.3;240880;2009;0
1.1.1.3;240890;2005;0
1.1.1.3;240890;2009;0
1.1.1.3;240895;2005;0
1.1.1.3;240895;2009;0
1.1.1.3;240910;2005;0
1.1.1.3;240910;2009;0
1.1.1.3;240920;2005;0
1.1.1.3;240920;2009;0
1.1.1.3;240930;2005;0
1.1.1.3;240930;2009;0
1.1.1.3;240933;2005;0
1.1.1.3;240933;2009;0
1.1.1.3;240940;2005;0
1.1.1.3;240940;2009;0
1.1.1.3;240950;2005;0
1.1.1.3;240950;2009;0
1.1.1.3;240960;2005;0
1.1.1.3;240960;2009;0
1.1.1.3;240970;2005;0
1.1.1.3;240970;2009;0
1.1.1.3;240980;2005;0
1.1.1.3;240980;2009;0
1.1.1.3;240990;2005;0
1.1.1.3;240990;2009;0
1.1.1.3;241000;2005;0
1.1.1.3;241000;2009;0
1.1.1.3;241010;2005;0
1.1.1.3;241010;2009;0
1.1.1.3;241020;2005;0
1.1.1.3;241020;2009;0
1.1.1.3;241025;2005;0
1.1.1.3;241025;2009;0
1.1.1.3;241030;2005;0
1.1.1.3;241030;2009;0
1.1.1.3;241040;2005;0
1.1.1.3;241040;2009;0
1.1.1.3;241050;2005;0
1.1.1.3;241050;2009;0
1.1.1.3;241060;2005;0
1.1.1.3;241060;2009;0
1.1.1.3;241070;2005;0
1.1.1.3;241070;2009;0
1.1.1.3;241080;2005;0
1.1.1.3;241080;2009;0
1.1.1.3;241090;2005;0
1.1.1.3;241090;2009;0
1.1.1.3;241100;2005;0
1.1.1.3;241100;2009;0
1.1.1.3;241105;2005;0
1.1.1.3;241105;2009;0
1.1.1.3;241110;2005;0
1.1.1.3;241110;2009;0
1.1.1.3;241120;2005;1
1.1.1.3;241120;2009;0
1.1.1.3;241140;2005;0
1.1.1.3;241140;2009;0
1.1.1.3;241142;2005;0
1.1.1.3;241142;2009;0
1.1.1.3;241150;2005;0
1.1.1.3;241150;2009;0
1.1.1.3;241160;2005;0
1.1.1.3;241160;2009;0
1.1.1.3;241170;2005;0
1.1.1.3;241170;2009;0
1.1.1.3;241180;2005;0
1.1.1.3;241180;2009;0
1.1.1.3;241190;2005;0
1.1.1.3;241190;2009;0
1.1.1.3;241200;2005;0
1.1.1.3;241200;2009;0
1.1.1.3;241210;2005;0
1.1.1.3;241210;2009;1
1.1.1.3;241220;2005;0
1.1.1.3;241220;2009;0
1.1.1.3;241230;2005;0
1.1.1.3;241230;2009;0
1.1.1.3;241240;2005;0
1.1.1.3;241240;2009;0
1.1.1.3;241250;2005;0
1.1.1.3;241250;2009;0
1.1.1.3;241255;2005;0
1.1.1.3;241255;2009;0
1.1.1.3;241260;2005;1
1.1.1.3;241260;2009;0
1.1.1.3;241270;2005;0
1.1.1.3;241270;2009;0
1.1.1.3;241280;2005;0
1.1.1.3;241280;2009;0
1.1.1.3;241290;2005;0
1.1.1.3;241290;2009;0
1.1.1.3;241300;2005;0
1.1.1.3;241300;2009;0
1.1.1.3;241310;2005;0
1.1.1.3;241310;2009;0
1.1.1.3;241320;2005;0
1.1.1.3;241320;2009;0
1.1.1.3;241330;2005;0
1.1.1.3;241330;2009;0
1.1.1.3;241335;2005;0
1.1.1.3;241335;2009;1
1.1.1.3;241340;2005;0
1.1.1.3;241340;2009;0
1.1.1.3;241350;2005;0
1.1.1.3;241350;2009;0
1.1.1.3;241355;2005;0
1.1.1.3;241355;2009;0
1.1.1.3;241360;2005;0
1.1.1.3;241360;2009;0
1.1.1.3;241370;2005;0
1.1.1.3;241370;2009;0
1.1.1.3;241380;2005;0
1.1.1.3;241380;2009;0
1.1.1.3;241390;2005;0
1.1.1.3;241390;2009;0
1.1.1.3;241400;2005;0
1.1.1.3;241400;2009;0
1.1.1.3;241410;2005;0
1.1.1.3;241410;2009;0
1.1.1.3;241415;2005;0
1.1.1.3;241415;2009;0
1.1.1.3;241420;2005;0
1.1.1.3;241420;2009;0
1.1.1.3;241430;2005;0
1.1.1.3;241430;2009;0
1.1.1.3;241440;2005;0
1.1.1.3;241440;2009;0
1.1.1.3;241445;2005;0
1.1.1.3;241445;2009;0
1.1.1.3;241450;2005;0
1.1.1.3;241450;2009;0
1.1.1.3;241460;2005;0
1.1.1.3;241460;2009;0
1.1.1.3;241470;2005;0
1.1.1.3;241470;2009;0
1.1.1.3;241475;2005;0
1.1.1.3;241475;2009;0
1.1.1.3;241480;2005;0
1.1.1.3;241480;2009;0
1.1.1.3;241490;2005;0
1.1.1.3;241490;2009;0
1.1.1.3;241500;2005;0
1.1.1.3;241500;2009;0
